gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,transcript_lengths
Montipora_capitata_HIv3___TS.g26493.t2a,164.36680439595878,7.64940490266615,1.1435122586184476,6.689394752888701,2.240954840216104e-11,2.8157597567315346e-7,45351.EDO39808,1.1699999999999999e-147,424,"COG0543@1|root,KOG0534@2759|Eukaryota,38GQ8@33154|Opisthokonta,3BEKR@33208|Metazoa",33208|Metazoa,C,"cytochrome-b5 reductase activity, acting on NAD(P)H",CYB5R3,"GO:0000166,GO:0000323,GO:0001775,GO:0001878,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002576,GO:0003008,GO:0003013,GO:0003674,GO:0003824,GO:0004128,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005783,GO:0005789,GO:0005794,GO:0005798,GO:0005811,GO:0005829,GO:0005833,GO:0005886,GO:0005975,GO:0005996,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006810,GO:0006811,GO:0006820,GO:0006887,GO:0006890,GO:0006955,GO:0008015,GO:0008144,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009620,GO:0009987,GO:0010883,GO:0012505,GO:0012506,GO:0015701,GO:0015711,GO:0016020,GO:0016192,GO:0016208,GO:0016491,GO:0016651,GO:0016653,GO:0017076,GO:0019752,GO:0019852,GO:0019867,GO:0030117,GO:0030120,GO:0030126,GO:0030135,GO:0030137,GO:0030141,GO:0030554,GO:0030659,GO:0030660,GO:0030662,GO:0030663,GO:0030667,GO:0031090,GO:0031091,GO:0031092,GO:0031410,GO:0031966,GO:0031967,GO:0031968,GO:0031974,GO:0031975,GO:0031982,GO:0031983,GO:0031984,GO:0032501,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0032940,GO:0032991,GO:0034774,GO:0035578,GO:0036094,GO:0036230,GO:0042119,GO:0042175,GO:0042582,GO:0043167,GO:0043168,GO:0043169,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043436,GO:0043531,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044431,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046903,GO:0048037,GO:0048193,GO:0048475,GO:0050660,GO:0050662,GO:0050789,GO:0050896,GO:0051179,GO:0051186,GO:0051234,GO:0051287,GO:0051704,GO:0051707,GO:0055114,GO:0060205,GO:0065007,GO:0065008,GO:0070013,GO:0071702,GO:0071704,GO:0071944,GO:0071949,GO:0097159,GO:0097367,GO:0097708,GO:0098588,GO:0098796,GO:0098805,GO:0098827,GO:0099503,GO:1901265,GO:1901363,GO:1905952",1.6.2.2,ko:K00326,"ko00520,map00520",-,R00100,-,"ko00000,ko00001,ko01000",-,-,-,"FAD_binding_6,NAD_binding_1",18020
Montipora_capitata_HIv3___RNAseq.g6929.t1,836.1730037621337,0.7105492384727655,0.15763205243257555,4.5076444004095615,6.555131728499638e-6,0.00305056408031844,7739.XP_002592334.1,1.98e-124,364,"COG0164@1|root,KOG2299@2759|Eukaryota,38CTA@33154|Opisthokonta,3BF6H@33208|Metazoa,3CWR5@33213|Bilateria,47ZQ8@7711|Chordata",33208|Metazoa,L,"DNA replication, removal of RNA primer",RNASEH2A,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0031974,GO:0031981,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576",3.1.26.4,ko:K10743,"ko03030,map03030",-,-,-,"ko00000,ko00001,ko01000,ko03032",-,-,-,RNase_HII,3622
Montipora_capitata_HIv3___RNAseq.g7017.t1,44.61988835769972,3.4050227235765114,0.7532043142323268,4.520715905679515,6.163085163316289e-6,0.00297842942604112,45351.EDO38082,2.4999999999999994e-305,856,"COG0339@1|root,KOG2089@2759|Eukaryota,38SFI@33154|Opisthokonta,3B98M@33208|Metazoa",33208|Metazoa,O,metalloendopeptidase activity,-,"GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009987,GO:0016787,GO:0019538,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043603,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0070011,GO:0070013,GO:0071704,GO:0140096,GO:1901564",3.4.24.70,"ko:K01414,ko:K08202","ko05231,map05231",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko02000","2.A.1.19.2,2.A.1.19.3",-,-,Peptidase_M3,27999
Montipora_capitata_HIv3___RNAseq.g7364.t1,266.9481331510949,1.0206043981347068,0.260539950591801,3.917266414676385,8.955875554800011e-5,0.01907297904170545,45351.EDO44900,2.92e-216,630,"KOG1086@1|root,KOG1086@2759|Eukaryota,39S2I@33154|Opisthokonta,3BG5H@33208|Metazoa",33208|Metazoa,U,ADP-ribosylation factor binding,GGA1,"GO:0000139,GO:0002790,GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005768,GO:0005769,GO:0005794,GO:0005802,GO:0005829,GO:0006807,GO:0006810,GO:0006886,GO:0006892,GO:0008104,GO:0008150,GO:0008152,GO:0008565,GO:0009306,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010008,GO:0010604,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016192,GO:0019222,GO:0019538,GO:0019899,GO:0030135,GO:0030136,GO:0030276,GO:0030306,GO:0031090,GO:0031267,GO:0031410,GO:0031901,GO:0031974,GO:0031981,GO:0031982,GO:0031984,GO:0032050,GO:0032588,GO:0032940,GO:0032991,GO:0033036,GO:0034613,GO:0042176,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045732,GO:0046903,GO:0046907,GO:0046982,GO:0046983,GO:0047485,GO:0048193,GO:0048471,GO:0048518,GO:0050789,GO:0051020,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051641,GO:0051649,GO:0060255,GO:0065007,GO:0070013,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0080090,GO:0097708,GO:0098588,GO:0098791,GO:0098805,GO:1901564,GO:1901998",-,ko:K12404,"ko04142,map04142",-,-,-,"ko00000,ko00001,ko04131",-,-,-,"Alpha_adaptinC2,GAT,VHS",19424
Montipora_capitata_HIv3___RNAseq.g8767.t1,835.9051257622269,3.2426727493945644,0.8272602975640354,3.919773206743987,8.86323351867898e-5,0.01907297904170545,10224.XP_002738759.1,6.03e-120,363,"COG0631@1|root,KOG0698@2759|Eukaryota,38W4U@33154|Opisthokonta,3BHSU@33208|Metazoa,3CSV3@33213|Bilateria",33208|Metazoa,T,protein serine/threonine phosphatase activity,PPM1D,"GO:0000086,GO:0000278,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004721,GO:0004722,GO:0004724,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006325,GO:0006342,GO:0006351,GO:0006352,GO:0006355,GO:0006366,GO:0006367,GO:0006464,GO:0006468,GO:0006470,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007049,GO:0008150,GO:0008152,GO:0008285,GO:0009058,GO:0009059,GO:0009314,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016301,GO:0016310,GO:0016311,GO:0016458,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0016788,GO:0016791,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022402,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032259,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035970,GO:0036211,GO:0040029,GO:0042127,GO:0042578,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044728,GO:0044770,GO:0044772,GO:0044839,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051019,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051704,GO:0051707,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097659,GO:0140096,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902679,GO:1903047,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",3.1.3.16,ko:K10147,"ko04115,map04115",-,-,-,"ko00000,ko00001,ko01000,ko01009",-,-,-,PP2C,5893
Montipora_capitata_HIv3___RNAseq.g9870.t1,154.31682319449007,1.508565517194643,0.3915990831530918,3.8523213717660423,1.1700332468933376e-4,0.02261764268802275,45351.EDO44563,1.4300000000000001e-117,342,"COG0200@1|root,KOG0846@2759|Eukaryota,38I02@33154|Opisthokonta,3BC2K@33208|Metazoa",33208|Metazoa,J,ribosomal protein L15,MRPL15,"GO:0000002,GO:0000313,GO:0000315,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0005761,GO:0005762,GO:0005840,GO:0006412,GO:0006414,GO:0006415,GO:0006518,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010033,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0019866,GO:0022411,GO:0031090,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032543,GO:0032984,GO:0032991,GO:0034097,GO:0034641,GO:0034645,GO:0042221,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0051716,GO:0070013,GO:0070125,GO:0070126,GO:0070887,GO:0071310,GO:0071345,GO:0071704,GO:0071840,GO:0098798,GO:0140053,GO:1901564,GO:1901566,GO:1901576,GO:1990823,GO:1990830,GO:1990904",-,ko:K02876,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L27A,8463
Montipora_capitata_HIv3___RNAseq.g11410.t1,784.1530307355185,3.605163994902361,0.5992536373927227,6.016090299573277,1.786799246854131e-9,5.61278313418054e-6,45351.EDO39859,5.01e-59,192,"KOG3065@1|root,KOG3065@2759|Eukaryota,39T4K@33154|Opisthokonta,3BJFV@33208|Metazoa",33208|Metazoa,U,Synaptosomal-associated protein,SNAP29,"GO:0000003,GO:0000139,GO:0000149,GO:0000323,GO:0001505,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0005484,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005764,GO:0005765,GO:0005766,GO:0005768,GO:0005773,GO:0005774,GO:0005776,GO:0005794,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0005886,GO:0005929,GO:0006810,GO:0006836,GO:0006886,GO:0006887,GO:0006903,GO:0006906,GO:0006914,GO:0006955,GO:0006996,GO:0007030,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007276,GO:0007292,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0010256,GO:0012505,GO:0012506,GO:0015031,GO:0015630,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016079,GO:0016082,GO:0016192,GO:0016236,GO:0016240,GO:0016324,GO:0017156,GO:0019905,GO:0019953,GO:0020016,GO:0020018,GO:0022406,GO:0022411,GO:0022414,GO:0022607,GO:0023052,GO:0023061,GO:0030030,GO:0030031,GO:0030100,GO:0030141,GO:0030424,GO:0030659,GO:0030667,GO:0030728,GO:0031090,GO:0031201,GO:0031253,GO:0031410,GO:0031629,GO:0031974,GO:0031981,GO:0031982,GO:0031984,GO:0032501,GO:0032504,GO:0032879,GO:0032940,GO:0032984,GO:0032991,GO:0033036,GO:0033267,GO:0034613,GO:0034622,GO:0035577,GO:0036230,GO:0042119,GO:0042582,GO:0042886,GO:0042995,GO:0043005,GO:0043195,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043679,GO:0043933,GO:0044085,GO:0044237,GO:0044248,GO:0044306,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044431,GO:0044433,GO:0044437,GO:0044441,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044782,GO:0045026,GO:0045055,GO:0045177,GO:0045184,GO:0045202,GO:0045321,GO:0046903,GO:0046907,GO:0048284,GO:0048489,GO:0048519,GO:0048523,GO:0048609,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051128,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051704,GO:0055037,GO:0055085,GO:0060170,GO:0060271,GO:0060627,GO:0061024,GO:0061025,GO:0061919,GO:0065002,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0070727,GO:0070925,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0071944,GO:0090174,GO:0097352,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098588,GO:0098590,GO:0098791,GO:0098793,GO:0098796,GO:0098805,GO:0098852,GO:0098916,GO:0099003,GO:0099500,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:0140029,GO:0140056,GO:0150034,GO:1903530,GO:1903531",-,ko:K08509,"ko04130,ko04140,map04130,map04140",-,-,-,"ko00000,ko00001,ko04131",-,-,-,V-SNARE_C,714
Montipora_capitata_HIv3___RNAseq.g11828.t1,3196.327502483852,3.537912628197435,0.7489348400598904,4.723925819654107,2.313348285134047e-6,0.00126379222620475,10224.NP_001158501.1,5.48e-50,175,"KOG0527@1|root,KOG0527@2759|Eukaryota,39S2N@33154|Opisthokonta,3BBKG@33208|Metazoa,3CRS9@33213|Bilateria",33208|Metazoa,K,positive regulation of N-terminal peptidyl-lysine acetylation,SOX4,"GO:0000075,GO:0000077,GO:0000278,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001046,GO:0001047,GO:0001067,GO:0001077,GO:0001228,GO:0001501,GO:0001568,GO:0001655,GO:0001666,GO:0001678,GO:0001775,GO:0001822,GO:0001838,GO:0001841,GO:0001944,GO:0002009,GO:0002065,GO:0002244,GO:0002320,GO:0002328,GO:0002376,GO:0002520,GO:0002521,GO:0002791,GO:0002793,GO:0003007,GO:0003170,GO:0003171,GO:0003174,GO:0003179,GO:0003181,GO:0003183,GO:0003205,GO:0003206,GO:0003207,GO:0003208,GO:0003209,GO:0003211,GO:0003215,GO:0003230,GO:0003231,GO:0003279,GO:0003281,GO:0003283,GO:0003284,GO:0003289,GO:0003357,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003712,GO:0003713,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005737,GO:0005739,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006417,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006977,GO:0007049,GO:0007093,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007275,GO:0007346,GO:0007399,GO:0007417,GO:0007507,GO:0008150,GO:0008152,GO:0008283,GO:0008284,GO:0008285,GO:0009058,GO:0009059,GO:0009628,GO:0009653,GO:0009743,GO:0009746,GO:0009749,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010001,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010564,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010646,GO:0010647,GO:0010817,GO:0010941,GO:0010942,GO:0010948,GO:0014009,GO:0016055,GO:0016070,GO:0016331,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019725,GO:0019827,GO:0021510,GO:0021515,GO:0021517,GO:0021522,GO:0021782,GO:0021915,GO:0021953,GO:0022008,GO:0022402,GO:0023051,GO:0023052,GO:0023056,GO:0030097,GO:0030098,GO:0030111,GO:0030154,GO:0030177,GO:0030182,GO:0030217,GO:0030330,GO:0030855,GO:0031016,GO:0031018,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031396,GO:0031397,GO:0031399,GO:0031400,GO:0031401,GO:0031570,GO:0031571,GO:0031647,GO:0031974,GO:0031981,GO:0032024,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032774,GO:0032879,GO:0032880,GO:0032991,GO:0033500,GO:0033554,GO:0034248,GO:0034250,GO:0034284,GO:0034641,GO:0034645,GO:0034654,GO:0035019,GO:0035107,GO:0035108,GO:0035148,GO:0035239,GO:0035270,GO:0035295,GO:0035556,GO:0035904,GO:0035905,GO:0035909,GO:0035910,GO:0036293,GO:0042063,GO:0042110,GO:0042127,GO:0042221,GO:0042592,GO:0042593,GO:0042769,GO:0042770,GO:0042981,GO:0043009,GO:0043065,GO:0043067,GO:0043068,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044773,GO:0044774,GO:0044783,GO:0044798,GO:0044819,GO:0045321,GO:0045727,GO:0045786,GO:0045787,GO:0045893,GO:0045930,GO:0045935,GO:0045944,GO:0046483,GO:0046649,GO:0046883,GO:0046887,GO:0046982,GO:0046983,GO:0048468,GO:0048483,GO:0048485,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048583,GO:0048584,GO:0048598,GO:0048646,GO:0048699,GO:0048729,GO:0048731,GO:0048736,GO:0048844,GO:0048856,GO:0048869,GO:0048878,GO:0050708,GO:0050714,GO:0050789,GO:0050794,GO:0050796,GO:0050821,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051171,GO:0051172,GO:0051173,GO:0051222,GO:0051223,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051254,GO:0051606,GO:0051716,GO:0051726,GO:0055082,GO:0060070,GO:0060173,GO:0060174,GO:0060255,GO:0060411,GO:0060412,GO:0060413,GO:0060429,GO:0060548,GO:0060562,GO:0060563,GO:0060828,GO:0060840,GO:0060993,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070482,GO:0070887,GO:0071156,GO:0071158,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071704,GO:0072001,GO:0072175,GO:0072331,GO:0072358,GO:0072359,GO:0072395,GO:0072401,GO:0072413,GO:0072422,GO:0072431,GO:0080090,GO:0090068,GO:0090087,GO:0090263,GO:0090276,GO:0090277,GO:0090304,GO:0097159,GO:0097659,GO:0098727,GO:0140110,GO:0198738,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901700,GO:1901701,GO:1901983,GO:1901985,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902400,GO:1902402,GO:1902403,GO:1902680,GO:1902806,GO:1902807,GO:1903047,GO:1903317,GO:1903319,GO:1903320,GO:1903321,GO:1903506,GO:1903508,GO:1903530,GO:1903532,GO:1904951,GO:1905114,GO:1990837,GO:2000045,GO:2000112,GO:2000134,GO:2000756,GO:2000758,GO:2000759,GO:2000761,GO:2001141",-,ko:K09268,-,-,-,-,"ko00000,ko03000",-,-,-,HMG_box,879
Montipora_capitata_HIv3___RNAseq.g527.t1b,1518.3890787752975,2.103367362384055,0.4711559853533035,4.464269642689168,8.034233376164722e-6,0.00356699809035511,45351.EDO45869,6.9799999999999995e-90,269,"COG1308@1|root,KOG2239@2759|Eukaryota,39C57@33154|Opisthokonta,3BB6N@33208|Metazoa",33208|Metazoa,K,negative regulation of transcription from RNA polymerase II promoter involved in heart development,NACA,"GO:0000003,GO:0000122,GO:0003006,GO:0003205,GO:0003231,GO:0003674,GO:0003712,GO:0003713,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005854,GO:0006355,GO:0006357,GO:0006412,GO:0006518,GO:0006807,GO:0006950,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007507,GO:0008150,GO:0008152,GO:0008284,GO:0009058,GO:0009059,GO:0009611,GO:0009653,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010656,GO:0010660,GO:0010662,GO:0010664,GO:0010830,GO:0010941,GO:0016202,GO:0019219,GO:0019222,GO:0019538,GO:0019953,GO:0022412,GO:0022414,GO:0022603,GO:0030154,GO:0031099,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0040008,GO:0042060,GO:0042127,GO:0042246,GO:0042981,GO:0043043,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043403,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045595,GO:0045844,GO:0045892,GO:0045893,GO:0045927,GO:0045934,GO:0045935,GO:0045944,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048589,GO:0048609,GO:0048631,GO:0048633,GO:0048634,GO:0048636,GO:0048638,GO:0048639,GO:0048641,GO:0048643,GO:0048731,GO:0048742,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051147,GO:0051153,GO:0051171,GO:0051172,GO:0051173,GO:0051239,GO:0051240,GO:0051252,GO:0051253,GO:0051254,GO:0051704,GO:0060255,GO:0060284,GO:0060548,GO:0061383,GO:0061384,GO:0065007,GO:0071704,GO:0072359,GO:0080090,GO:0140110,GO:1901213,GO:1901227,GO:1901228,GO:1901564,GO:1901566,GO:1901576,GO:1901861,GO:1901863,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000026,GO:2000027,GO:2000112,GO:2000113,GO:2000136,GO:2000138,GO:2000826,GO:2001141",-,ko:K03626,-,-,-,-,ko00000,-,-,-,NAC,8988
Montipora_capitata_HIv3___RNAseq.g611.t1,1374.2119804563724,1.3028222465426496,0.35752163791311214,3.6440374746192905,2.683943159087018e-4,0.0449649943919045,45351.EDO32930,0,885,"COG0526@1|root,KOG0190@2759|Eukaryota,38GTB@33154|Opisthokonta,3BDMQ@33208|Metazoa",33208|Metazoa,O,Protein disulfide isomerase family A member 4,PDIA4,"GO:0002790,GO:0003674,GO:0003756,GO:0003824,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0005790,GO:0006457,GO:0006810,GO:0006950,GO:0008104,GO:0008150,GO:0008152,GO:0009306,GO:0009986,GO:0009987,GO:0012505,GO:0015031,GO:0015036,GO:0015037,GO:0015833,GO:0016491,GO:0016667,GO:0016853,GO:0016860,GO:0016864,GO:0031974,GO:0032940,GO:0032991,GO:0033036,GO:0033554,GO:0034663,GO:0034976,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044421,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046903,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055114,GO:0061077,GO:0065007,GO:0070013,GO:0071702,GO:0071705,GO:0140096,GO:1903332,GO:1903334",5.3.4.1,ko:K09582,"ko04141,ko04918,ko05110,map04141,map04918,map05110",-,-,-,"ko00000,ko00001,ko01000,ko03110,ko04131",-,-,-,"Thioredoxin,Thioredoxin_6",15114
