gene_id,GOs
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0000003
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0000212
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0000226
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0000278
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0000280
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0000741
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0000956
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0001556
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0001654
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0001775
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002244
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002376
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002520
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002682
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002697
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002700
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002759
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002784
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002805
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002831
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0002920
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0003006
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0003008
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0003674
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0003824
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0004652
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0005488
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0005515
Montipora_capitata_HIv3___RNAseq.g44004.t1,GO:0005575
