gene_id,GOs
Montipora_capitata_HIv3___TS.g48661.t1,GO:0000323
Montipora_capitata_HIv3___TS.g48661.t1,GO:0001817
Montipora_capitata_HIv3___TS.g48661.t1,GO:0001818
Montipora_capitata_HIv3___TS.g48661.t1,GO:0001932
Montipora_capitata_HIv3___TS.g48661.t1,GO:0001933
Montipora_capitata_HIv3___TS.g48661.t1,GO:0003008
Montipora_capitata_HIv3___TS.g48661.t1,GO:0003674
Montipora_capitata_HIv3___TS.g48661.t1,GO:0003824
Montipora_capitata_HIv3___TS.g48661.t1,GO:0004348
Montipora_capitata_HIv3___TS.g48661.t1,GO:0004553
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005102
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005124
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005488
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005515
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005575
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005576
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005615
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005622
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005623
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005737
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005764
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005765
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005773
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005774
Montipora_capitata_HIv3___TS.g48661.t1,GO:0005775
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006066
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006469
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006629
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006643
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006664
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006665
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006670
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006672
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006677
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006678
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006680
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006687
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006807
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006914
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006950
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006986
Montipora_capitata_HIv3___TS.g48661.t1,GO:0006996
Montipora_capitata_HIv3___TS.g48661.t1,GO:0007033
Montipora_capitata_HIv3___TS.g48661.t1,GO:0007154
Montipora_capitata_HIv3___TS.g48661.t1,GO:0007275
Montipora_capitata_HIv3___TS.g48661.t1,GO:0007568
Montipora_capitata_HIv3___TS.g48661.t1,GO:0007610
Montipora_capitata_HIv3___TS.g48661.t1,GO:0007611
Montipora_capitata_HIv3___TS.g48661.t1,GO:0007613
Montipora_capitata_HIv3___TS.g48661.t1,GO:0007626
Montipora_capitata_HIv3___TS.g48661.t1,GO:0008150
Montipora_capitata_HIv3___TS.g48661.t1,GO:0008152
Montipora_capitata_HIv3___TS.g48661.t1,GO:0008340
Montipora_capitata_HIv3___TS.g48661.t1,GO:0008344
Montipora_capitata_HIv3___TS.g48661.t1,GO:0008610
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009056
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009058
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009267
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009268
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009410
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009605
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009628
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009653
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009719
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009725
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009887
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009889
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009891
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009892
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009893
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009894
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009896
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009966
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009968
Montipora_capitata_HIv3___TS.g48661.t1,GO:0009987
