category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_bh,under_represented_bh
GO:0045663,6.098850612305176e-5,0.9999992130445439,3,8,positive regulation of myoblast differentiation,BP,0.13582055262362508,1
GO:0003171,8.208425387281162e-5,0.999998772399598,3,9,atrioventricular valve development,BP,0.13582055262362508,1
GO:0003357,9.391202483745916e-5,1,2,2,noradrenergic neuron differentiation,BP,0.13582055262362508,1
GO:0035905,9.391202483745916e-5,1,2,2,ascending aorta development,BP,0.13582055262362508,1
GO:0035910,9.391202483745916e-5,1,2,2,ascending aorta morphogenesis,BP,0.13582055262362508,1
GO:2000759,9.391202483745916e-5,1,2,2,regulation of N-terminal peptidyl-lysine acetylation,BP,0.13582055262362508,1
GO:2000761,9.391202483745916e-5,1,2,2,positive regulation of N-terminal peptidyl-lysine acetylation,BP,0.13582055262362508,1
GO:0035874,9.865046623765246e-5,1,2,2,cellular response to copper ion starvation,BP,0.13582055262362508,1
GO:0097185,9.865046623765246e-5,1,2,2,cellular response to azide,BP,0.13582055262362508,1
GO:0120126,9.865046623765246e-5,1,2,2,response to copper ion starvation,BP,0.13582055262362508,1
GO:0003231,1.8179773695031778e-4,0.9999860667831585,5,49,cardiac ventricle development,BP,0.23361009198115834,1
GO:0003209,2.610137314718908e-4,0.9999937024480111,3,12,cardiac atrium morphogenesis,BP,0.31443997963254344,1
GO:0045661,2.9388243582491997e-4,0.999992484291248,3,13,regulation of myoblast differentiation,BP,0.31782896273180283,1
GO:0003284,3.132944379716863e-4,0.9999989342446006,2,3,septum primum development,BP,0.31782896273180283,1
GO:0003289,3.132944379716863e-4,0.9999989342446006,2,3,atrial septum primum morphogenesis,BP,0.31782896273180283,1
GO:0097184,3.38004304771453e-4,0.999998805219826,2,3,response to azide,BP,0.32575164872348783,1
GO:0003230,3.77645711890538e-4,0.9999894724319369,3,13,cardiac atrium development,BP,0.346624814128101,1
GO:0071503,5.730685892741355e-4,0.9999962636437412,2,4,response to heparin,BP,0.4418358823303585,1
GO:0071504,5.730685892741355e-4,0.9999962636437412,2,4,cellular response to heparin,BP,0.4418358823303585,1
GO:0003207,6.369980727424617e-4,0.9999956183020646,2,4,cardiac chamber formation,BP,0.4547458463744796,1
GO:0003211,6.369980727424617e-4,0.9999956183020646,2,4,cardiac ventricle formation,BP,0.4547458463744796,1
GO:0022414,7.746434838515259e-4,0.9996635215083423,27,1302,reproductive process,BP,0.5332590411156486,1
GO:0000278,8.144541390238179e-4,0.9997239856942537,16,600,mitotic cell cycle,BP,0.5413311561960031,1
GO:0060412,9.65019291245253e-4,0.9999604249698154,3,19,ventricular septum morphogenesis,BP,0.5838677759984177,1
GO:0035108,9.939159047408185e-4,0.9998872911338277,5,68,limb morphogenesis,BP,0.5838677759984177,1
GO:0003170,0.0010177274946073576,0.9999574837894557,3,19,heart valve development,BP,0.5838677759984177,1
GO:0003205,0.0010299094362618004,0.999882126346974,5,70,cardiac chamber development,BP,0.5838677759984177,1
GO:0030858,0.0011245393773849385,0.9999510561809308,3,20,positive regulation of epithelial cell differentiation,BP,0.5857257295376005,1
GO:0048485,0.0011929965255139318,0.999986903992362,2,5,sympathetic nervous system development,BP,0.5857257295376005,1
GO:0000079,0.0012934739789443937,0.999891008570787,4,46,regulation of cyclin-dependent protein serine/threonine kinase activity,BP,0.5857257295376005,1
GO:0061476,0.0014813091311321538,0.9999802530486848,2,6,response to anticoagulant,BP,0.6337038468929576,1
GO:1903047,0.0016915291784459902,0.9994290874402485,14,522,mitotic cell cycle process,BP,0.6773062932186228,1
GO:0006351,0.001721816257728276,0.9994721342204892,12,421,DNA-templated transcription,BP,0.6773062932186228,1
GO:0003283,0.0018166319402723257,0.9999731293983826,2,6,atrial septum development,BP,0.6865800127205701,1
GO:0060413,0.0018166319402723257,0.9999731293983826,2,6,atrial septum morphogenesis,BP,0.6865800127205701,1
GO:0032774,0.0020165944113348586,0.9993697166652812,12,429,RNA biosynthetic process,BP,0.6990024105448382,1
GO:0003174,0.0020670308570005466,0.9999655243782264,2,7,mitral valve development,BP,0.6990024105448382,1
GO:0003181,0.0020670308570005466,0.9999655243782264,2,7,atrioventricular valve morphogenesis,BP,0.6990024105448382,1
GO:0003183,0.0020670308570005466,0.9999655243782264,2,7,mitral valve morphogenesis,BP,0.6990024105448382,1
GO:1904781,0.0020670888405217008,0.9999655229175228,2,7,positive regulation of protein localization to centrosome,BP,0.6990024105448382,1
GO:0015695,0.002139123789822245,0.999881117817081,3,24,organic cation transport,BP,0.7108898456693754,1
GO:0002328,0.0022053375455686045,0.9999639853039878,2,6,pro-B cell differentiation,BP,0.713177514649402,1
GO:0007293,0.002332118567223426,0.9996763787975789,5,84,germarium-derived egg chamber formation,BP,0.7138467072521295,1
GO:0060173,0.002333195463392174,0.9996763265405652,5,83,limb development,BP,0.7138467072521295,1
GO:0003206,0.002417813487278934,0.9997566410888096,4,52,cardiac chamber morphogenesis,BP,0.7281774213640853,1
GO:0003215,0.002460103460232455,0.9999551520571333,2,7,cardiac right ventricle morphogenesis,BP,0.729515295322778,1
GO:0043588,0.0025734996460564,0.9996343975898647,5,86,skin development,BP,0.7458464540606216,1
GO:0009059,0.0025925661438164277,0.9988587486520494,22,1096,macromolecule biosynthetic process,BP,0.7458464540606216,1
GO:0003281,0.0026695222782785327,0.9998384260627742,3,26,ventricular septum development,BP,0.7463574776414129,1
GO:0034776,0.0027105070523942365,0.9999480747693964,2,7,response to histamine,BP,0.7463574776414129,1
GO:0071420,0.0027105070523942365,0.9999480747693964,2,7,cellular response to histamine,BP,0.7463574776414129,1
